14,1475197,火影忍者剧场版：大活剧！雪姬忍法帖！(2004),"{'少年', '剧情', '国王', '漫画', '激动', '老师', '电视', '开心', '好听', '记忆', '火车', '音乐', '动作', '彩虹', '无聊', '喜剧', '老片', '签名', '很好', '动漫', '好看', '表现', '冒险', '热血', '穿越', '星空', '演员', '动画', '春天', '感动', '公主', '童年', '故事', '狗'}"
15,2260781,怕羞的黄莺(1960),"{'回忆', '剧情', '孩子', '动画', '怀念', '童年', '大陆', '画面'}"
16,2030752,三个邻居(1956),"{'深刻', '孩子', '电视', '兔子', '尚', '性', '社会', '现实', '和尚', '印象', '讽刺', '大陆', '动物', '同事', '人类', '关系', '和谐', '现实主义', '回忆', '动画', '教育', '童年', '故事'}"
17,2260789,小燕子(0),"{'儿童', '燕子', '回忆', '本事', '童年', '成长', '孩子', '动画', '教育', '经典'}"
18,2158665,黑公鸡(1980),"{'太阳', '孩子', '儿童', '谦虚', '朋友', '记忆', '好玩', '嘲笑', '大陆', '画面', '好看', '知识', '透明', '艺术', '回忆', '哲学', '骄傲', '自我', '动画', '创意', '教育', '童年', '故事'}"
19,2997293,没牙的老虎(0),"{'回忆', '老虎', '童年', '动画', '经典', '大陆', '记忆'}"
20,2173221,木头姑娘(1958),"{'回忆', '好看', '童年', '动画', '经典', '故事'}"
21,3035306,狐狸分饼(0),"{'好看', '老片', '回忆', '蜂蜜', '宝宝', '搞笑', '童年', '喜爱', '善良', '孩子', '动画', '感动', '利益', '教育', '大陆', '经典', '故事', '记忆'}"
22,2171058,夹子救鹿(0),"{'深刻', '回忆', '童年', '佛教', '思想', '动画', '故事', '经典', '大陆', '画面'}"
23,1815504,女娲补天(0),"{'深刻', '奇幻', '剧情', '强壮', '儿童', '经典', '女性', '宇宙', '性', '教授', '印象', '童话', '大陆', '画面', '很好', '神话', '动漫', '童话故事', '好看', '艺术', '造型', '石头', '回忆', '泥巴', '百姓', '很好看', '动画', '童年', '故事', '表达'}"
24,1815499,猴子钓鱼(0),"{'回忆', '好看', '童年', '价值', '艺术', '动画', '猴子', '大陆'}"
25,2303282,巫婆、鳄鱼和小姑娘(1985),"{'回忆', '宝宝', '童年', '动画', '经典'}"
26,3642289,聊天(2001),"{'运动', '大陆', '动画', '聊天'}"
27,2286777,金田一少年之事件簿 剧场版1：歌剧院新杀人事件(1996),"{'动漫', '好看', '歌剧', '少年', '悬疑', '侦探', '动画', '推理'}"
28,2977973,迷失：过去，现在与未来(2008),"{'宗教', '电视剧', '剧情', '未来', '美国', '悬疑', '科幻', '电视', '迷失'}"
29,24269094,不肯去观音(0),"{'奇幻', '剧情', '旅游', '宗教', '尚', '音乐', '导演', '和尚', '佛教', '相遇', '影片', '画面', '真心', '很好', '古装', '诚意', '艺术', '普渡', '特效', '菩萨', '演员', '历史', '编剧', '宣传', '感动', '故事'}"
30,25747280,上帝之子(0),"{'教会', '埃及', '评价', '主旋律', '深刻', '剧情', '微笑', '希望', '孩子', '电视', '基督教', '无力', '经典', '活动', '文字', '信仰', '宗教', '死亡', '性', '晚餐', '导演', '美国', '印象', '真实', '原谅', '无聊', '表演', '影片', '画面', '神话', '好看', '知识', '仁慈', '诚意', '虔诚', '结束', '旋律', '偶像', '人类', '艺术', '人心', '明白', '以色列', '特效', '能力', '演员', '创造', '耶稣', '电视剧', '传教', '节奏', '文化', '宣传', '科幻', '感动', '仁爱', '故事', '翻拍', '狗'}"
31,3364630,圣斗士星矢：真红少年传说(1988),"{'动漫', '少年', '奇幻', '音乐', '影片', '动画', '好听', '画面'}"
32,2133975,传说中的圣斗士奥路菲(0),"{'神话', '动漫', '好看', '动画', '爱情', '经典'}"
33,3041281,猫头鹰王国：守卫者传奇(2010),"{'好看', '传奇', '奇幻', '猫', '动作', '美国', '冒险', '动画', '猫头鹰', '真心'}"
34,10744758,色欲情仇(2012),"{'恐怖', '演员', '惊悚', '剧情', '歌舞', '印度', '情色', '复仇', '爱情', '表演'}"
35,10461324,年度最佳学生(2012),"{'好看', '印度', '歌舞', '友情', '活泼', '欢乐', '校园', '爱情', '喜剧', '青春'}"
36,20388674,26个特殊劫匪(0),"{'剧情', '美女', '反转', '漂亮', '性', '逻辑', '惊悚', '音乐', '印度', '搞笑', '舞蹈', '商业片', '欢乐', '讽刺', '真实', '模仿', '喜剧', '表演', '面试', '很好', '好看', '更好', '元素', '警察', '爱情', '悬念', '跳舞', '演员', '歌舞', '无厘头', '编剧', '节奏', '悬疑', '好莱坞', '故事'}"
37,10491655,四戒(0),"{'逻辑', '宁浩', '剧情', '刘桦', '幽默', '黑色幽默', '喜剧'}"
38,4160568,人质(0),"{'期待', '剧情', '激动', '尚', '性', '逻辑', '惊悚', '动作', '导演', '美国', '影片', '好看', '竞赛', '表现', '警察', '关系', '明白', '剧本', '线索', '设计', '演员', '警匪', '编剧', '节奏', '悬疑', '利益', '创意', '故事'}"
39,3095189,恶魔的艺术3：鬼影随行(0),"{'恐怖', '性', '逻辑', '惊悚', '完美', '剧情', '良心', '编剧', '艺术', '故事', '泰国'}"
40,10562402,骆驼客(2012),"{'西部', '剧情', '动作', '感情', '冒险', '民族', '爱情', '大陆', '故事'}"
41,10764051,帕洛玛之旅(2014),"{'很好', '西部', '美国人', '惊悚', '音乐', '剧情', '美国', '风景', '英雄'}"
42,22254890,幽暗山谷(0),"{'西部', '性', '剧情', '动作', '美国', '人性', '悬疑', '复仇', '德国'}"
43,3552028,弱点(2009),"{'球员', '家庭', '剧情', '结束', '感情', '运动', '美国', '成长', '温情', '人心', '感动', '亲情', '励志', '照片', '体育', '哭泣', '传记'}"
44,10432910,我的小小英雄(2012),"{'唱歌', '歌剧', '少年', '完美', '剧情', '成功', '微笑', '阳光', '纽约', '温情', '孩子', '歌声', '电视', '民族', '声音', '朋友', '好听', '表情', '音乐', '菲律宾', '梦想', '导演', '舞台剧', '表演', '影片', '真心', '很好', '好看', '元素', '韩国', '音乐剧', '努力', '励志', '英雄', '理想', '演员', '歌舞', '朝鲜', '意外', '节奏', '文化', '种族', '感动', '故事'}"
45,10508877,嘻哈青春(2010),"{'好看', '人才', '韩国', '剧情', '音乐', '青春'}"
46,3410465,不归路(2009),"{'情歌', '性', '剧情', '动作', '心情', '美国', '人性', '杀手'}"
47,10678345,危险工作(2013),"{'很好', '好看', '聪明', '惊悚', '剧情', '工作', '猫', '美国', '节奏', '悬疑', '杀手', '紧张', '故事', '悬念'}"
48,26735676,屠杀公园(2016),"{'好看', '恐怖', '惊悚', '动作', '美国', '悬疑', '杀手', '公园', '影片'}"
49,11636413,诡爱(2012),"{'疲劳', '文艺', '两个人', '无语', '制度', '记忆', '声音', '灰暗', '性', '逻辑', '蔷薇', '大陆', '画面', '很好', '停电', '诚意', '过程', '剧本', '情感', '保护', '猫', '真爱', '深刻', '期待', '美女', '老师', '反转', '纯爱', '尖叫', '音乐', '真相', '导演', '想要', '气氛', '表演', '失望', '好看', '完整', '麻烦', '隐形', '经历', '设计', '意外', '节奏', '命运', '童年', '自然', '狗', '在一起', '灵魂', '剧情', '加油', '模仿', '无聊', '真心', '黑暗', '感情', '表现', '摄影', '爱情故事', '警察', '关系', '鼓励', '解释', '演员', '编剧', '灯光', '很好看', '感动', '好莱坞', '海报', '表达', '幻想', '恐怖', '成功', '无力', '枯萎', '朋友', '惊悚', '搞笑', '自闭', '心理', '幸福', '眼镜', '眼泪', '影片', '元素', '韩国', '爱情', '回忆', '良心', '朝鲜', '悬疑', '故事', '公司', '电梯'}"
50,24522852,终极大冒险(2013),"{'很好', '好看', '音乐', '剧情', '冒险', '很好看', '动画', '喜剧', '大陆'}"
51,11627065,禁忌游戏之迷藏(2013),"{'在一起', '主旋律', '恐怖', '游戏', '少年', '剧情', '抄袭', '漫画', '无语', '温情', '伦理', '反转', '无力', '经典', '消费', '死亡', '加油', '尖叫', '父母', '惊悚', '性', '逻辑', '社会', '心动', '搞笑', '导演', '心理', '无聊', '喜剧', '大陆', '龙', '失望', '海报', '好看', '报警', '过程', '珍惜', '旋律', '摄影', '努力', '和谐', '剧本', '林正英', '讨论', '面具', '年轻', '演员', '家庭', '猫', '编剧', '节奏', '亲情', '教育', '勇气', '童年', '故事', '狗', '咒怨'}"
52,10777678,音痴诊所(0),"{'尚', '搞笑', '韩国', '音乐', '爱情', '喜剧'}"
53,1920730,淘金俏冤家(0),"{'剧情', '爆米花', '浪漫', '探险', '舒服', '漂亮', '宝藏', '开心', '朋友', '性', '搞笑', '沙滩', '惊悚', '动作', '梦想', '海边', '美国', '同志', '美丽', '风景', '无聊', '喜剧', '影片', '画面', '很好', '帅哥', '好看', '飞机', '好笑', '冒险', '沉闷', '爱情', '蓝天', '海滩', '意外', '合作', '轻松', '很好看', '故事', '惊喜'}"
54,6875400,疯狂保姆(2012),"{'家庭', '剧情', '成长', '美国', '喜剧', '故事'}"
55,10558252,身份窃贼(0),"{'很好', '搞笑', '美国', '温情', '情感', '喜剧', '故事'}"
56,24371128,金丝笼(2013),"{'法国', '家庭', '剧情', '幽默', '温情', '亲情', '黑色幽默', '喜剧'}"
57,25670379,海豚的故事2(2014),"{'家庭', '剧情', '海豚', '美国', '温情', '动物', '故事', '游泳', '画面'}"
58,10355329,巴菲的奇妙命运(2012),"{'宝莱坞', '音乐', '剧情', '印度', '奇妙', '命运', '奥斯卡', '感动', '创意', '人生', '爱情', '喜剧', '故事'}"
59,3076031,印度超人3(0),"{'唱歌', '正义', '期待', '超人', '剧情', '抄袭', '美女', '无语', '歌曲', '孩子', '漂亮', '脑洞', '性', '搞笑', '音乐', '印度', '好玩', '动作', '友情', '美国', '教授', '舞蹈', '英雄主义', '欢乐', '模仿', '龙', '表演', '影片', '画面', '真心', '肌肉', '很好', '帅哥', '地球', '飞机', '好看', '科学', '表现', '英雄', '造型', '父爱', '爱情', '外星人', '励志', '设计', '特效', '宝莱坞', '能力', '跳舞', '天才', '歌舞', '编剧', '节奏', '文化', '很好看', '科幻', '感动', '亲情', '好莱坞', '故事', '好人', '狗'}"
60,22389952,我是你的英雄(0),"{'帅哥', '宝莱坞', '演员', '搞笑', '印度', '动作', '英雄', '爱情', '喜剧', '青春'}"
61,4838667,双面劳伦斯(2012),"{'法国', '深刻', '性', '好看', '剧情', '文艺', '歌曲', '感动', '亲情', '爱情', '坚强'}"
62,10727625,斯文加利(2013),"{'英国', '音乐', '剧情', '梦想', '喜剧'}"
63,19944572,恋者多喜欢(2014),"{'爱情', '评价', '喜剧', '感情'}"
64,1483581,给太太打工(1997),"{'徐帆', '演员', '剧情', '太太', '喜剧', '大陆', '表演'}"
65,24815502,该死的歌德(0),"{'喜剧', '好看', '搞笑', '剧情', '教师', '成长', '欢乐', '校园', '电视', '放松', '德国', '爱情', '老师', '气氛', '创意', '青春', '肌肉'}"
66,1295192,幼儿园警探(1990),"{'惊悚', '剧情', '动作', '轻松', '美国', '喜剧'}"
67,6052915,血缘(2013),"{'情义', '在一起', '剧情', '声音', '黑帮', '法国', '性', '惊悚', '音乐', '太太', '导演', '成长', '美国', '学习', '故事', '无聊', '表演', '很好', '兄弟', '感情', '表现', '枪战', '警察', '弟弟', '好学', '演员', '良心', '家庭', '警匪', '编剧', '节奏', '感动', '亲情', '人生', '冲突', '翻拍'}"
68,20561487,奇怪的猫咪(2013),"{'家庭', '剧情', '猫', '导演', '德国', '猫咪'}"
69,26371553,大地与阴影(2015),"{'法国', '好看', '剧情', '文艺', '导演', '摄影', '文艺片', '乡村'}"
70,21765384,惩戒者(2013),"{'不懂', '很好', '好看', '性', '演员', '惊悚', '韩国', '剧情', '动作', '现实', '导演', '折磨', '节奏', '校园', '复仇', '故事'}"
71,25818613,死亡拼图(2014),"{'死亡', '恐怖', '惊悚', '社会', '悬疑', '校园', '复仇', '技巧'}"
72,6874489,立地成佛(2013),"{'好看', '恐怖', '性', '惊悚', '灵异', '剧情', '过程', '真相', '心灵', '美国', '人性', '导演', '成长', '心理', '明白', '救赎', '故事', '影片'}"
73,3822672,解码安妮·帕克(2013),"{'博士', '记录', '剧情', '工作', '希望', '成功', '尊敬', '歌曲', '女性', '朋友', '信仰', '传记', '无奈', '性', '改变', '化妆', '治愈', '美国', '真实', '信念', '无聊', '表演', '影片', '真心', '很好', '魅力', '变化', '完整', '医生', '更好', '科学', '过程', '纪录', '表现', '团队', '人性', '人类', '关系', '经历', '人心', '励志', '情感', '纪录片', '相信自己', '基因', '理想', '演员', '感动', '人生', '命运', '珍惜', '故事', '自然', '坚强', '表达'}"
74,24741641,人生回环赛(2013),"{'法国', '人生', '运动', '骑车', '温情', '励志', '真实', '喜剧'}"
75,5960647,白专家(2014),"{'韩国', '剧情', '轻松', '运动', '孩子', '励志', '喜剧', '永远'}"
76,20399313,湿婆之舞(2012),"{'惊悚', '剧情', '动作', '歌舞', '印度'}"
77,25823663,较量(2013),"{'性', '惊悚', '家庭', '剧情', '社会', '印度', '现实', '人性', '悬疑'}"
78,20388678,正义降临(0),"{'正义', '宝莱坞', '印度', '动作', '剧情'}"
79,26309157,爱情的选择(2016),"{'在一起', '尴尬', '傲娇', '笑话', '两个人', '剧情', '希望', '美女', '温情', '舒服', '漂亮', '美好', '琼瑶', '纯爱', '性', '海边', '导演', '美国', '风景', '幸福', '喜剧', '影片', '真心', '好看', '飞机', '过程', '感情', '爱情故事', '人心', '命中注定', '关系', '爱情', '青春', '演员', '家庭', '真爱', '狗狗', '感动', '人生', '命运', '故事', '惊喜', '狗'}"
80,26876229,狗狗监护权(2016),"{'剧情', '狗狗', '美国', '动物', '爱情', '喜剧', '狗'}"
81,26955948,我是谁的宝贝(2017),"{'在一起', '尴尬', '做作', '剧情', '关爱', '希望', '狗', '宝贝', '伤心', '孩子', '流浪', '儿童', '消费', '黑帮', '老人', '加油', '性', '逻辑', '自闭', '公益', '导演', '明星', '情绪', '大陆', '影片', '动物', '很好', '好看', '冲突', '元素', '纪录', '人性', '人类', '温暖', '剧本', '纪录片', '鼓励', '演员', '保护', '共鸣', '猫', '家庭', '节奏', '狗狗', '猫猫', '宠物', '感动', '故事', '表达'}"
82,25749872,绝命盗窃(0),"{'解释', '特工', '惊悚', '动作', '美国', '设计'}"
83,26474040,桃色凶车(2015),"{'法国', '深刻', '惊悚', '剧情', '文艺', '美女', '情色', '悬疑', '印象', '凶杀'}"
84,23383749,追逐时间(0),"{'在一起', '不懂', '尴尬', '期待', '恐怖', '拥有', '剧情', '希望', '狗', '玄幻', '紧张', '温情', '老师', '反转', '超能力', '经典', '脑洞', '无奈', '死亡', '性', '逻辑', '改变', '惊悚', '治愈', '导演', '想要', '故事', '无聊', '失望', '画面', '接近', '很好', '动漫', '好看', '更好', '元素', '韩国', '活着', '拯救', '未来', '追求', '关系', '明白', '爱情', '剧本', '穿越', '线索', '设计', '能力', '解释', '编剧', '节奏', '悬疑', '很好看', '科幻', '动画', '命运', '漫画', '惊喜', '表达', '构思'}"
85,10792829,阿布格莱布的男孩(0),"{'性', '惊悚', '剧情', '希望', '战争', '美国', '人性', '救赎'}"
86,25977062,巨人(2014),"{'性', '巨人', '韩国', '剧情', '社会', '人性', '青涩', '剧本', '青春'}"
87,26792059,小奸小恶(0),"{'惊悚', '剧情', '美国', '幽默', '黑色幽默', '喜剧', '故事'}"
88,22994771,封门诡影(2015),"{'评价', '尴尬', '恐怖', '期待', '做作', '剧情', '希望', '探险', '无语', '伦理', '态度', '电视', '反转', '永远', '百合', '声音', '朋友', '制度', '加油', '性', '心态', '惊悚', '真相', '逻辑', '音乐', '导演', '心理', '幻觉', '晚上', '眼镜', '真实', '无聊', '喜剧', '气氛', '表演', '影片', '大陆', '兴趣', '好看', '压抑', '完整', '诚意', '科学', '过程', '期望', '抱着', '明白', '剧本', '耐心', '情感', '特效', '鼓励', '能力', '演员', '良心', '灵异', '猫', '解释', '意外', '编剧', '节奏', '悬疑', '创意', '催眠', '海报', '故事', '自然', '惊喜', '狗', '幻想'}"
89,26318077,奥拉星：进击圣殿(2015),"{'好看', '期待', '麻烦', '良心', '奇幻', '冒险', '动画', '儿童', '老片'}"
90,26379074,赛尔号大电影5：雷神崛起(0),"{'剧情', '冒险', '动画', '儿童', '老片'}"
91,26599044,天眼传奇(0),"{'神话', '传奇', '奇幻', '冒险', '动画', '大陆', '影片'}"
92,6878457,兔子镇的火狐狸(2015),"{'兔子', '好看', '奇幻', '冒险', '动画', '教育'}"
93,26593244,咕噜咕噜美人鱼(2015),"{'动漫', '美人', '冒险', '温情', '孩子', '动画', '儿童', '喜剧', '设计'}"
94,24878250,瞒天计划(2015),"{'法国', '英国', '好看', '剧情', '运动', '体育', '传记'}"
95,25994698,藤田嗣治(0),"{'法国', '剧情', '文艺', '文化', '艺术', '传记'}"
96,26698265,罗丹(2017),"{'尴尬', '拥有', '文艺', '剧情', '传记', '法国', '尚', '性', '时代', '导演', '创作', '价值', '表演', '影片', '飞机', '好看', '享受', '竞赛', '纪录', '过程', '感情', '摄影', '关系', '艺术', '沉闷', '爱情', '纪录片', '天才', '洁癖', '人生', '故事', '表达'}"
97,3177216,郎在远方(2008),"{'良心', '韩国', '剧情', '战争', '表现', '爱情'}"
98,26600428,亡命雷区(2016),"{'帅哥', '性', '惊悚', '剧情', '文艺', '动作', '战争', '美国', '人性', '文艺片'}"
99,26736088,奥斯曼中尉(0),"{'剧情', '历史', '战争', '美国', '土耳其', '爱情'}"
100,26781781,张震讲故事之合租屋(0),"{'恐怖', '张震', '惊悚', '推理', '心情', '诚意', '悬疑', '抱着', '爱情', '故事', '惊喜'}"
101,26876505,怨灵地下室(2016),"{'情义', '喜剧', '恐怖', '性', '演员', '惊悚', '韩国', '剧情', '老片', '导演', '狗', '悬疑', '复仇', '海报', '大陆', '丧尸', '朋友'}"
102,26903992,鬼话怪谈·祥云寺(0),"{'尴尬', '期待', '恐怖', '奇幻', '剧情', '旅游', '希望', '怪谈', '热闹', '幽默', '孩子', '鬼故事', '漂亮', '加油', '性', '化妆', '搞笑', '惊悚', '导演', '真实', '喜剧', '老片', '气氛', '表演', '写书', '华语', '真心', '很好', '大陆', '医生', '好看', '完整', '更好', '元素', '诚意', '努力', '剧本', '民俗', '特效', '鼓励', '回忆', '传奇', '演员', '心安', '灵异', '能力', '良心', '轻松', '编剧', '节奏', '悬疑', '宣传', '故事', '表达'}"
103,26638503,爱的进行时(2015),"{'性', '父母', '家庭', '美国', '努力', '付出', '孩子', '校园', '儿童', '爱情', '青春', '同性'}"
104,4025813,帕洛斯弗迪斯的部落(0),"{'故事', '好看', '父母'}"
105,30162995,沿海出发(2018),"{'家庭', '剧情', '社会', '文艺', '温情'}"
106,25939432,雪崩行动(2016),"{'记录', '黑白', '剧情', '幽默', '巅峰', '时代', '搞笑', '惊悚', '好玩', '导演', '美国', '真实', '无聊', '喜剧', '很好', '月球', '好看', '纪录', '太空', '摄影', '黑色幽默', '剧本', '纪录片', '能力', '演员', '历史', '悬疑', '创意', '自然'}"
107,25872965,温柔杀人者的记录(2014),"{'记录', '恐怖', '纪录', '剧情', '温柔', '圣诞节', '悬疑', '科幻', '纪录片', '快乐'}"
108,26791655,波尔卡舞王(2017),"{'剧情', '成功', '开心', '传记', '性', '搞笑', '梦想', '美国', '真实', '无聊', '喜剧', '影片', '兴趣', '好看', '纪录', '人性', '纪录片', '演员', '乐观', '故事'}"
109,25934457,雪峰神爸(0),"{'剧情', '动作', '印度', '冒险', '爱情'}"
110,26830275,武力2(0),"{'好看', '特工', '印度', '动作', '动作片', '泰国'}"
111,26852163,美好的人生(0),"{'宝莱坞', '性', '动心', '女性', '音乐', '剧情', '印度', '治愈', '心灵', '节奏', '成长', '温情', '美好的', '人生', '爱情', '好听', '美好'}"
112,21349750,史蒂文斯小姐(2016),"{'剧情', '文艺', '成长', '美国', '青春'}"
113,26745334,游戏规则(0),"{'规则', '游戏', '动作', '何润东', '剧本', '讨论'}"
114,26598291,一条龙(0),"{'期待', '剧情', '反转', '金融', '性', '搞笑', '社会', '太太', '龙', '喜剧', '魅力', '好看', '元素', '韩国', '人性', '警察', '明白', '演员', '节奏', '井柏然', '故事', '惊喜'}"
115,26887898,女妖(2016),"{'迷人', '恐怖', '惊悚', '情色', '美国', '爱情', '影片'}"
116,25822721,往事如河(0),"{'不懂', '尴尬', '恐怖', '期待', '剧情', '孩子', '伦理', '漂亮', '儿童', '无力', '童年阴影', '趣味', '阴暗', '性', '惊悚', '真相', '导演', '心理', '风景', '复仇', '乡村', '无聊', '影片', '压抑', '冲突', '家人', '结束', '关系', '明白', '亲人', '悬念', '平静', '演员', '家庭', '自我', '狩猎', '节奏', '悬疑', '紧张', '童年', '故事'}"
117,26861519,亲切的弗吉尼亚(2017),"{'在一起', '深刻', '期待', '做作', '文艺', '剧情', '汽车', '反转', '旅馆', '帽子', '性', '父母', '惊悚', '导演', '美国', '文艺片', '想要', '无聊', '凶杀', '表演', '失望', '影片', '戏剧', '很好', '偶像', '关系', '剧本', '谋杀', '平静', '烧脑', '演员', '创造', '夏天', '节奏', '悬疑', '杀手', '妻子', '人生', '故事', '表达'}"
118,26761205,保安官(0),"{'尴尬', '剧情', '成功', '善良', '爆米花', '热闹', '幽默', '反转', '经典', '开心', '突破', '黑帮', '时代', '搞笑', '宿舍', '社会', '现实', '好玩', '导演', '动作', '商业片', '英雄本色', '印象', '真实', '快速', '无聊', '喜剧', '娱乐片', '表演', '影片', '真心', '演技派', '很好', '魅力', '好看', '更好', '韩国', '好笑', '表现', '历练', '毒品', '赵震雄', '警察', '周润发', '黑色幽默', '英雄', '剧本', '实力', '周末', '演员', '韩剧', '自我', '警匪', '轻松', '悬疑', '人情', '故事', '好人'}"
119,3001186,我自己的情歌(2010),"{'法国', '情歌', '剧情', '轻松', '旅行', '伤感', '美国', '活泼', '温暖', '励志', '喜剧', '故事'}"
120,27040772,救世主回来了(2017),"{'好看', '搞笑', '韩国', '剧情', '温情', '哲理', '温暖', '感动', '喜剧'}"
121,27059236,爱尚泰国(2017),"{'尴尬', '尚', '搞笑', '家庭', '剧情', '动作', '轻松', '幽默', '风景', '范冰冰', '励志', '爱情', '喜剧', '青春', '狗', '泰国'}"
122,27097066,真爱禁区(0),"{'性', '剧情', '恋爱', '真爱', '导演', '情侣', '人心', '故事', '爱情', '大陆', '狗'}"
123,26964860,招笑猫(0),"{'好看', '搞笑', '剧情', '猫', '幽默', '付出', '励志', '眼泪', '喜剧', '青春'}"
124,27174474,大漠雄心(2017),"{'好看', '西部', '传奇', '剧情', '文明', '英雄', '感动', '大陆', '灵感'}"
125,27191456,一路绽放(2017),"{'期待', '剧情', '电视', '女性', '朋友', '性', '酸甜', '梦想', '导演', '奋斗', '大陆', '影片', '广告', '很好', '好看', '职场', '努力', '经历', '励志', '爱情', '演员', '共鸣', '电视剧', '编剧', '宣传', '创意', '感动', '故事', '公司'}"
126,26580936,午夜阳光(2018),"{'青春', '活着', '剧情', '音乐', '文艺', '阳光', '美国', '成长', '歌曲', '感动', '爱情', '坚强'}"
127,23774816,啄木鸟伍迪(2017),"{'喜剧', '搞笑', '美国', '温情', '动画', '经典', '动物'}"
128,30208005,神秘世界历险记4(0),"{'宝宝', '奇幻', '动画', '喜剧', '大陆'}"
129,30198729,新大头儿子和小头爸爸3：俄罗斯奇遇记(0),"{'评价', '尴尬', '剧情', '旅游', '希望', '工作', '奶奶', '孩子', '电视', '儿童', '经典', '政治', '开心', '声音', '朋友', '怪物', '消费', '记忆', '性', '父母', '搞笑', '导演', '学习', '无聊', '国外', '大陆', '动物', '怪兽', '很好', '好看', '宝宝', '陪伴', '冒险', '暑假', '幼稚', '剧本', '弟弟', '情感', '俄罗斯', '回忆', '演员', '家庭', '编剧', '宣传', '动画', '美好的', '感动', '教育', '童年', '故事', '出国', '美好'}"
130,6807380,幸福的黄手帕(0),"{'日剧', '剧情', '幸福', '感动', '平凡', '阿部宽'}"
131,30176282,词典(0),"{'抗日', '韩国', '剧情', '历史', '文化', '感动', '真实'}"
132,26989735,空中轮胎(2018),"{'性', '剧情', '社会', '人性', '悬疑', '故事'}"
133,1300953,情迷高跟鞋(1991),"{'唱歌', '剧情', '浪漫', '红色', '女性', '性', '导演', '喜剧', '影片', '王家卫', '感情', '关系', '监狱', '情感', '爱情', '讨论', '灵异', '故事', '狗'}"
134,1292679,春光乍泄(1997),"{'王家卫', '性', '同性恋', '剧情', '文艺', '意外', '导演', '文艺片', '梁朝伟', '同志', '张国荣', '爱情', '经典', '同性'}"
